CustomerID,Plan,MonthlyPrice,SignupDate,LastActiveDate,UsageScore,InactivityDays,AcquisitionChannel,PaymentStatus,Churned
357,Enterprise,199.0,2025-02-10,2025-09-28,65,147,Referral,Paid,0
358,Basic,19.0,2025-03-18,2026-01-11,58,42,Outbound,Paid,0
359,Pro,49.0,2024-10-29,2025-01-15,58,403,Paid Search,Paid,1
360,Basic,19.0,2026-01-27,2026-01-22,33,31,Referral,Overdue,1
361,Pro,49.0,2025-01-03,2025-08-11,65,195,Referral,Paid,1
362,Basic,19.0,2024-04-15,2025-04-12,43,316,Partner,Paid,1
363,Basic,19.0,2025-01-29,2026-02-04,17,18,Paid Search,Overdue,0
364,Basic,19.0,2025-08-08,2026-01-30,53,23,Partner,Paid,0
365,Basic,19.0,2024-10-01,2025-05-04,54,294,Partner,Paid,1
366,Enterprise,199.0,2024-09-14,2026-02-03,81,19,Organic,Paid,0
367,Basic,19.0,2024-05-18,2026-02-12,52,10,Referral,Paid,0
368,Basic,19.0,2024-12-08,2026-02-02,35,20,Paid Search,Overdue,0
369,Basic,19.0,2024-11-03,2025-04-12,49,316,Partner,Paid,1
370,Pro,49.0,2024-10-25,2025-09-14,56,161,Paid Search,Paid,0
371,Basic,19.0,2024-11-29,2025-01-26,46,392,Outbound,Paid,0
372,Pro,49.0,2024-07-03,2026-01-17,46,36,Paid Search,Paid,1
373,Pro,49.0,2025-03-24,2025-10-19,62,126,Partner,Paid,0
374,Basic,19.0,2024-09-04,2025-02-08,35,379,Organic,Paid,1
375,Enterprise,199.0,2025-04-04,2025-12-19,59,65,Referral,Paid,0
376,Basic,19.0,2025-07-10,2025-10-10,41,135,Outbound,Paid,0
377,Enterprise,199.0,2025-10-15,2026-01-13,83,40,Outbound,Paid,0
378,Pro,49.0,2025-10-22,2025-12-12,67,72,Referral,Paid,0
379,Basic,19.0,2024-04-18,2025-10-01,39,144,Paid Search,Paid,0
380,Basic,19.0,2025-04-01,2025-11-24,57,90,Outbound,Paid,0
381,Basic,19.0,2024-06-03,2025-08-02,46,204,Paid Search,Paid,0
382,Basic,19.0,2024-12-22,2025-08-12,41,194,Partner,Paid,0
383,Basic,19.0,2025-05-02,2025-06-05,37,262,Organic,Overdue,1
384,Pro,49.0,2024-01-24,2025-11-17,43,97,Paid Search,Paid,1
385,Basic,19.0,2025-06-12,2026-02-03,50,19,Paid Search,Paid,0
386,Pro,49.0,2024-07-09,2025-09-24,76,151,Paid Search,Paid,0
387,Basic,19.0,2025-04-05,2025-07-19,22,218,Organic,Paid,1
388,Basic,19.0,2025-08-14,2025-12-29,55,55,Referral,Paid,0
389,Basic,19.0,2024-04-26,2026-02-09,51,13,Referral,Paid,0
390,Basic,19.0,2025-08-24,2025-11-22,26,92,Partner,Paid,0
391,Basic,19.0,2025-09-21,2025-11-21,33,93,Paid Search,Paid,1
392,Basic,19.0,2025-06-07,2025-08-16,28,190,Referral,Paid,1
393,Basic,19.0,2025-10-12,2025-11-25,70,89,Paid Search,Paid,0
394,Basic,19.0,2024-07-10,2025-10-14,23,131,Organic,Paid,0
395,Basic,19.0,2025-05-11,2026-01-24,55,29,Referral,Paid,0
396,Pro,49.0,2025-03-01,2025-10-14,24,131,Organic,Paid,1
397,Basic,19.0,2024-08-13,2025-02-01,37,386,Referral,Paid,1
398,Basic,19.0,2025-07-16,2025-12-09,58,75,Partner,Paid,1
399,Pro,49.0,2025-07-09,2025-11-25,83,89,Paid Search,Paid,0
400,Pro,49.0,2024-10-31,2024-11-16,66,463,Organic,Paid,1
401,Pro,49.0,2025-03-25,2025-07-10,80,227,Partner,Paid,0
402,Pro,49.0,2025-12-28,2026-01-24,78,29,Paid Search,Paid,0
403,Pro,49.0,2024-07-30,2026-02-01,43,21,Partner,Overdue,0
404,Basic,19.0,2024-10-23,2026-02-22,32,0,Organic,Overdue,0
405,Enterprise,199.0,2024-05-18,2025-02-25,82,362,Paid Search,Paid,0
406,Basic,19.0,2024-09-12,2025-08-07,7,199,Referral,Paid,0
407,Basic,19.0,2025-05-16,2025-11-24,25,90,Organic,Paid,0
408,Basic,19.0,2025-02-16,2025-07-08,24,229,Referral,Overdue,1
409,Basic,19.0,2025-05-14,2025-06-30,65,237,Partner,Paid,0
410,Pro,49.0,2024-03-05,2025-04-16,60,312,Paid Search,Paid,1
411,Basic,19.0,2025-05-21,2025-07-26,46,211,Partner,Paid,1
412,Pro,49.0,2025-11-29,2025-12-04,47,80,Referral,Paid,1
413,Basic,19.0,2024-01-17,2024-01-17,50,767,Paid Search,Paid,0
414,Basic,19.0,2025-10-27,2026-02-15,27,7,Partner,Paid,0
415,Basic,19.0,2024-09-13,2024-11-05,28,474,Paid Search,Paid,1
416,Pro,49.0,2025-03-15,2025-05-02,41,296,Paid Search,Paid,1
417,Basic,19.0,2025-08-30,2025-11-25,39,89,Referral,Overdue,0
418,Basic,19.0,2025-12-11,2025-12-20,38,64,Organic,Paid,1
419,Basic,19.0,2024-04-15,2024-08-29,45,542,Organic,Paid,1
420,Basic,19.0,2025-06-27,2025-11-30,34,84,Paid Search,Paid,0
421,Pro,49.0,2025-10-05,2026-01-26,78,27,Organic,Paid,0
422,Pro,49.0,2024-05-23,2026-01-16,49,37,Referral,Paid,0
423,Pro,49.0,2024-11-18,2025-03-25,60,334,Outbound,Paid,1
424,Pro,49.0,2024-10-18,2025-10-06,81,139,Partner,Overdue,1
425,Basic,19.0,2024-07-29,2025-05-27,15,271,Paid Search,Paid,1
426,Basic,19.0,2025-05-21,2025-09-21,38,154,Outbound,Paid,1
427,Enterprise,199.0,2024-01-13,2025-08-17,82,189,Paid Search,Paid,0
428,Enterprise,199.0,2025-04-27,2025-06-03,71,264,Partner,Paid,1
429,Basic,19.0,2024-08-08,2026-01-08,64,45,Referral,Paid,0
430,Pro,49.0,2025-03-09,2025-04-20,69,308,Paid Search,Paid,1
431,Basic,19.0,2024-10-11,2026-02-21,69,1,Referral,Paid,0
432,Pro,49.0,2025-08-23,2026-02-05,76,17,Referral,Paid,0
433,Enterprise,199.0,2026-01-17,2026-02-13,75,9,Organic,Paid,0
434,Pro,49.0,2024-11-12,2025-10-14,71,131,Paid Search,Paid,0
435,Basic,19.0,2025-12-19,2026-01-21,26,32,Partner,Paid,1
436,Pro,49.0,2026-01-20,2026-01-21,60,32,Outbound,Paid,0
437,Basic,19.0,2024-03-06,2025-07-27,60,210,Referral,Paid,1
438,Basic,19.0,2025-08-03,2025-09-12,36,163,Outbound,Paid,1
439,Pro,49.0,2025-11-21,2025-11-26,62,88,Organic,Paid,0
440,Basic,19.0,2025-04-28,2025-07-13,57,224,Organic,Overdue,1
441,Pro,49.0,2025-07-20,2025-09-15,55,160,Partner,Paid,1
442,Pro,49.0,2024-10-04,2025-07-23,38,214,Organic,Paid,1
443,Basic,19.0,2024-07-02,2025-08-16,35,190,Partner,Paid,1
444,Basic,19.0,2024-11-14,2025-08-24,39,182,Partner,Paid,1
445,Pro,49.0,2025-07-31,2025-11-02,59,112,Paid Search,Paid,0
446,Enterprise,199.0,2026-01-20,2026-02-04,63,18,Organic,Overdue,0
447,Basic,19.0,2024-08-26,2024-09-04,24,536,Referral,Paid,0
448,Pro,49.0,2026-01-25,2026-01-28,42,25,Referral,Overdue,0
449,Enterprise,199.0,2025-05-18,2025-10-08,83,137,Outbound,Overdue,1
450,Pro,49.0,2025-02-26,2025-09-04,58,171,Outbound,Paid,1
451,Basic,19.0,2024-04-07,2025-12-04,30,80,Paid Search,Paid,0
452,Basic,19.0,2024-08-30,2025-07-18,28,219,Partner,Paid,0
453,Basic,19.0,2024-11-21,2025-01-29,43,389,Paid Search,Paid,1
454,Basic,19.0,2024-04-18,2025-08-08,75,198,Partner,Paid,1
455,Basic,19.0,2024-07-31,2024-10-31,11,479,Outbound,Paid,1
456,Basic,19.0,2024-02-11,2025-01-11,46,407,Partner,Paid,1
457,Basic,19.0,2025-02-09,2025-05-09,34,289,Referral,Paid,1
458,Pro,49.0,2025-07-23,2025-09-24,49,151,Paid Search,Paid,1
459,Basic,19.0,2024-05-04,2024-09-14,60,526,Organic,Paid,1
460,Basic,19.0,2025-08-19,2025-09-07,2,168,Referral,Paid,1
461,Basic,19.0,2024-05-11,2024-09-13,55,527,Paid Search,Paid,1
462,Basic,19.0,2025-08-10,2026-02-11,17,11,Referral,Paid,0
463,Basic,19.0,2024-06-25,2025-09-24,50,151,Outbound,Paid,0
464,Basic,19.0,2025-09-23,2025-12-07,33,77,Referral,Overdue,0
465,Basic,19.0,2024-03-03,2025-12-21,28,63,Outbound,Paid,0
466,Enterprise,199.0,2024-01-20,2026-01-19,85,34,Referral,Paid,0
467,Enterprise,199.0,2024-12-18,2025-03-20,60,339,Organic,Paid,1
468,Basic,19.0,2024-10-14,2025-06-12,39,255,Paid Search,Paid,1
469,Basic,19.0,2024-06-12,2024-08-08,33,563,Outbound,Overdue,1
470,Basic,19.0,2025-02-01,2025-04-30,30,298,Partner,Paid,1
471,Basic,19.0,2025-08-28,2026-01-19,28,34,Referral,Overdue,1
472,Basic,19.0,2025-07-09,2025-11-11,5,103,Outbound,Paid,1
473,Basic,19.0,2024-08-12,2025-03-06,26,353,Paid Search,Paid,1
474,Basic,19.0,2024-11-27,2025-02-10,41,377,Organic,Overdue,1
475,Pro,49.0,2025-06-22,2026-02-18,74,4,Partner,Paid,0
476,Basic,19.0,2024-11-05,2025-01-24,36,394,Referral,Paid,1
477,Basic,19.0,2025-10-26,2026-02-16,34,6,Paid Search,Paid,0
478,Basic,19.0,2025-11-12,2025-12-04,21,80,Partner,Paid,1
479,Basic,19.0,2024-05-10,2025-12-17,63,67,Outbound,Overdue,0
480,Basic,19.0,2024-02-03,2024-12-24,40,425,Paid Search,Overdue,0
481,Basic,19.0,2025-10-16,2025-11-04,47,110,Paid Search,Overdue,1
482,Pro,49.0,2025-10-13,2025-11-04,56,110,Partner,Paid,0
483,Basic,19.0,2025-04-02,2025-09-28,45,147,Organic,Paid,1
484,Basic,19.0,2024-02-19,2025-04-23,62,305,Referral,Paid,0
485,Basic,19.0,2025-01-22,2025-11-13,20,101,Paid Search,Paid,0
486,Basic,19.0,2025-04-07,2025-04-24,59,304,Organic,Paid,1
487,Basic,19.0,2024-03-16,2024-05-31,46,632,Organic,Overdue,1
488,Basic,19.0,2024-12-12,2025-10-22,34,123,Referral,Paid,0
489,Basic,19.0,2025-10-31,2025-11-12,46,102,Referral,Overdue,1
490,Basic,19.0,2025-12-14,2026-02-21,34,1,Paid Search,Paid,0
491,Basic,19.0,2024-04-08,2024-09-12,14,528,Organic,Paid,1
492,Pro,49.0,2024-10-28,2025-09-13,47,162,Organic,Paid,0
493,Basic,19.0,2024-07-30,2024-11-25,38,454,Referral,Paid,1
494,Basic,19.0,2025-11-07,2026-01-28,45,25,Referral,Paid,0
495,Basic,19.0,2025-01-13,2025-05-27,55,271,Organic,Paid,1
496,Pro,49.0,2024-06-03,2024-09-10,64,530,Outbound,Paid,1
497,Enterprise,199.0,2025-02-27,2025-09-13,58,162,Outbound,Paid,0
498,Pro,49.0,2025-12-04,2026-02-02,49,20,Partner,Paid,0
499,Basic,19.0,2024-03-21,2025-10-26,42,119,Outbound,Paid,0
500,Basic,19.0,2024-05-30,2025-09-01,36,174,Paid Search,Overdue,1
501,Basic,19.0,2024-07-16,2025-10-04,0,141,Paid Search,Overdue,1
502,Basic,19.0,2025-09-01,2025-09-18,60,157,Outbound,Paid,1
503,Pro,49.0,2024-11-29,2024-12-05,26,444,Outbound,Paid,1
504,Basic,19.0,2025-03-05,2025-05-20,35,278,Organic,Paid,1
505,Basic,19.0,2024-04-18,2025-10-18,49,127,Partner,Paid,0
506,Pro,49.0,2025-01-27,2025-11-15,67,99,Partner,Paid,0
507,Basic,19.0,2025-02-16,2025-03-07,22,352,Paid Search,Overdue,1
508,Pro,49.0,2024-02-20,2024-11-21,45,458,Partner,Paid,0
509,Basic,19.0,2024-11-14,2025-01-03,16,415,Partner,Paid,0
510,Basic,19.0,2026-01-31,2026-02-10,41,12,Organic,Paid,0
511,Basic,19.0,2024-07-11,2025-11-19,53,95,Organic,Paid,0
512,Pro,49.0,2025-06-11,2025-07-14,52,223,Paid Search,Paid,1
513,Pro,49.0,2025-06-20,2026-01-19,69,34,Organic,Paid,0
514,Basic,19.0,2025-04-12,2025-10-13,41,132,Referral,Paid,0
515,Basic,19.0,2025-06-01,2025-10-02,60,143,Paid Search,Paid,1
516,Basic,19.0,2025-04-30,2025-10-26,29,119,Partner,Overdue,1
517,Pro,49.0,2026-02-05,2026-02-06,62,16,Paid Search,Paid,0
518,Pro,49.0,2024-08-14,2025-03-13,61,346,Organic,Paid,1
519,Basic,19.0,2025-11-29,2026-02-13,58,9,Outbound,Paid,0
520,Pro,49.0,2024-11-08,2025-11-06,48,108,Referral,Paid,0
521,Basic,19.0,2024-12-23,2025-09-15,42,160,Organic,Paid,0
522,Basic,19.0,2024-01-08,2025-11-16,52,98,Outbound,Paid,0
523,Basic,19.0,2025-10-24,2025-12-24,35,60,Partner,Overdue,1
524,Basic,19.0,2024-10-10,2025-10-09,62,136,Paid Search,Paid,0
525,Basic,19.0,2024-06-02,2026-02-06,40,16,Paid Search,Paid,0
526,Basic,19.0,2026-01-08,2026-02-08,45,14,Referral,Paid,0
527,Basic,19.0,2025-02-18,2025-12-07,62,77,Paid Search,Paid,0
528,Basic,19.0,2025-12-03,2026-02-01,45,21,Outbound,Paid,0
529,Pro,49.0,2024-11-03,2025-02-03,76,384,Partner,Paid,1
530,Pro,49.0,2026-01-12,2026-01-23,34,30,Organic,Overdue,0
531,Basic,19.0,2024-08-15,2025-07-20,39,217,Referral,Paid,1
532,Basic,19.0,2024-04-30,2026-02-08,27,14,Organic,Overdue,0
533,Pro,49.0,2025-04-28,2025-11-09,29,105,Paid Search,Paid,0
534,Enterprise,199.0,2024-05-20,2025-05-05,74,293,Referral,Paid,1
535,Basic,19.0,2024-05-26,2025-10-07,34,138,Partner,Overdue,1
536,Basic,19.0,2025-10-11,2026-02-03,14,19,Paid Search,Paid,0
537,Pro,49.0,2025-08-13,2025-09-04,34,171,Referral,Paid,1
538,Basic,19.0,2025-02-17,2025-10-19,41,126,Paid Search,Paid,1
539,Basic,19.0,2026-01-18,2026-02-20,53,2,Paid Search,Paid,0
540,Pro,49.0,2024-08-19,2025-08-06,61,200,Outbound,Paid,1
541,Basic,19.0,2025-08-25,2025-11-07,44,107,Outbound,Paid,0
542,Basic,19.0,2024-12-11,2025-11-27,41,87,Referral,Paid,0
543,Pro,49.0,2025-01-02,2026-02-21,76,1,Paid Search,Paid,0
544,Pro,49.0,2024-08-04,2026-01-02,88,51,Organic,Paid,0
545,Pro,49.0,2025-01-19,2025-02-12,59,375,Organic,Paid,1
546,Pro,49.0,2025-10-31,2025-11-06,78,108,Referral,Paid,0
547,Basic,19.0,2024-05-06,2025-10-08,31,137,Outbound,Paid,1
548,Pro,49.0,2024-10-03,2025-09-26,61,149,Organic,Paid,1
549,Pro,49.0,2025-06-07,2025-07-31,65,206,Partner,Paid,1
550,Enterprise,199.0,2025-06-19,2025-09-18,79,157,Organic,Paid,0
551,Basic,19.0,2025-07-15,2025-10-07,49,138,Organic,Paid,1
552,Pro,49.0,2024-04-23,2025-09-10,93,165,Outbound,Paid,1
553,Pro,49.0,2024-03-17,2024-11-08,69,471,Partner,Overdue,1
554,Basic,19.0,2025-04-20,2025-07-18,46,219,Partner,Paid,0
555,Basic,19.0,2025-11-24,2025-11-29,39,85,Paid Search,Paid,1
556,Basic,19.0,2024-12-02,2025-07-14,33,223,Organic,Paid,0
557,Pro,49.0,2025-01-16,2025-09-06,66,169,Referral,Paid,1
558,Pro,49.0,2025-03-07,2025-05-31,73,267,Organic,Paid,1
559,Basic,19.0,2024-06-12,2026-01-15,54,38,Referral,Paid,0
560,Pro,49.0,2025-01-02,2025-12-18,50,66,Paid Search,Paid,0
561,Enterprise,199.0,2025-05-09,2025-06-01,86,266,Organic,Paid,1
562,Pro,49.0,2025-12-22,2026-01-24,70,29,Outbound,Paid,0
563,Enterprise,199.0,2024-08-17,2026-02-03,68,19,Referral,Paid,0
564,Pro,49.0,2025-11-08,2026-01-08,48,45,Referral,Paid,0
565,Pro,49.0,2024-06-01,2024-07-26,18,576,Outbound,Overdue,1
566,Pro,49.0,2025-04-25,2025-07-18,44,219,Paid Search,Paid,1
567,Enterprise,199.0,2024-12-04,2025-10-29,85,116,Organic,Paid,0
568,Basic,19.0,2025-04-15,2026-02-02,43,20,Referral,Paid,0
569,Basic,19.0,2024-11-19,2025-01-10,18,408,Outbound,Paid,1
570,Pro,49.0,2024-01-01,2025-09-10,60,165,Outbound,Paid,0
571,Basic,19.0,2025-07-29,2025-10-30,22,115,Referral,Paid,0
572,Basic,19.0,2024-12-05,2025-10-18,7,127,Partner,Paid,0
573,Basic,19.0,2026-01-03,2026-01-03,58,50,Partner,Paid,0
574,Basic,19.0,2025-07-14,2026-01-09,52,44,Referral,Overdue,1
575,Pro,49.0,2024-05-23,2025-02-07,59,380,Referral,Paid,1
576,Basic,19.0,2024-08-08,2025-02-19,24,368,Referral,Paid,1
577,Enterprise,199.0,2024-02-17,2025-05-23,85,275,Outbound,Paid,1
578,Enterprise,199.0,2024-05-17,2024-05-21,57,642,Referral,Paid,1
579,Basic,19.0,2025-08-22,2025-10-06,6,139,Paid Search,Paid,0
580,Basic,19.0,2024-04-16,2025-12-21,38,63,Referral,Paid,0
581,Enterprise,199.0,2025-03-04,2025-07-22,96,215,Partner,Paid,0
582,Pro,49.0,2025-04-08,2025-06-17,47,250,Outbound,Paid,1
583,Pro,49.0,2024-11-02,2025-11-14,47,100,Paid Search,Paid,0
584,Pro,49.0,2024-08-02,2025-05-26,56,272,Paid Search,Overdue,1
585,Pro,49.0,2025-12-28,2026-02-10,77,12,Partner,Paid,0
586,Basic,19.0,2025-07-29,2025-12-22,35,62,Outbound,Paid,0
587,Pro,49.0,2024-10-19,2024-12-12,57,437,Organic,Paid,1
588,Basic,19.0,2024-07-23,2025-01-03,41,415,Paid Search,Paid,0
589,Pro,49.0,2024-03-04,2024-04-06,52,687,Outbound,Paid,1
590,Pro,49.0,2025-11-22,2025-12-20,84,64,Paid Search,Paid,0
591,Pro,49.0,2025-06-07,2025-07-01,63,236,Partner,Paid,0
592,Basic,19.0,2025-07-19,2026-01-25,28,28,Referral,Paid,0
593,Enterprise,199.0,2024-08-18,2025-03-07,68,352,Partner,Overdue,1
594,Basic,19.0,2025-04-04,2025-05-12,19,286,Outbound,Paid,1
595,Basic,19.0,2024-05-02,2024-09-12,22,528,Organic,Overdue,1
596,Basic,19.0,2024-12-04,2025-02-21,48,366,Outbound,Overdue,1
597,Pro,49.0,2024-02-22,2024-12-26,39,423,Partner,Paid,1
598,Pro,49.0,2024-03-15,2025-02-03,39,384,Outbound,Overdue,1
599,Pro,49.0,2024-03-10,2025-04-27,70,301,Paid Search,Paid,1
600,Basic,19.0,2025-11-10,2025-12-26,55,58,Outbound,Overdue,0
601,Basic,19.0,2025-06-27,2025-12-10,16,74,Referral,Paid,1
602,Enterprise,199.0,2024-09-03,2025-05-10,65,288,Partner,Paid,0
603,Enterprise,199.0,2025-01-25,2025-10-28,88,117,Outbound,Paid,0
604,Basic,19.0,2025-01-18,2025-10-05,34,140,Paid Search,Paid,1
605,Basic,19.0,2024-11-24,2025-12-24,48,60,Organic,Paid,0
606,Pro,49.0,2024-08-03,2025-03-09,57,350,Organic,Paid,0
607,Basic,19.0,2024-07-29,2025-10-17,27,128,Paid Search,Overdue,0
608,Basic,19.0,2024-01-25,2024-12-29,0,420,Paid Search,Paid,1
609,Basic,19.0,2024-09-14,2025-06-05,30,262,Referral,Paid,1
610,Basic,19.0,2025-03-19,2025-10-04,35,141,Outbound,Paid,0
611,Pro,49.0,2024-03-05,2024-05-18,39,645,Partner,Paid,1
612,Basic,19.0,2025-12-03,2025-12-14,28,70,Referral,Overdue,1
613,Pro,49.0,2025-02-08,2025-05-31,68,267,Outbound,Paid,1
614,Enterprise,199.0,2024-10-29,2025-01-10,76,408,Partner,Overdue,1
615,Basic,19.0,2024-01-12,2024-01-17,32,767,Outbound,Paid,1
616,Basic,19.0,2024-03-28,2025-03-15,37,344,Outbound,Overdue,1
617,Basic,19.0,2024-05-25,2024-12-09,45,440,Outbound,Paid,1
618,Pro,49.0,2024-02-25,2025-09-09,87,166,Partner,Paid,0
619,Basic,19.0,2025-11-18,2026-01-19,59,34,Paid Search,Paid,0
620,Basic,19.0,2024-04-12,2024-06-22,53,610,Referral,Paid,0
621,Pro,49.0,2024-12-02,2025-09-17,53,158,Referral,Paid,0
622,Basic,19.0,2024-06-21,2025-02-28,58,359,Referral,Paid,1
623,Pro,49.0,2024-10-10,2026-01-02,76,51,Partner,Paid,0
624,Basic,19.0,2025-05-13,2025-08-10,58,196,Partner,Paid,0
625,Pro,49.0,2024-05-23,2024-08-09,68,562,Outbound,Overdue,1
626,Basic,19.0,2025-10-08,2026-01-19,63,34,Organic,Paid,0
627,Basic,19.0,2025-07-18,2026-01-01,54,52,Paid Search,Paid,0
628,Pro,49.0,2025-08-26,2025-11-08,48,106,Organic,Paid,1
629,Basic,19.0,2025-02-10,2025-12-21,51,63,Paid Search,Paid,0
630,Basic,19.0,2025-04-01,2026-01-15,40,38,Paid Search,Paid,0
631,Pro,49.0,2026-01-23,2026-02-16,63,6,Partner,Paid,0
632,Basic,19.0,2024-08-27,2025-03-26,38,333,Referral,Paid,1
633,Enterprise,199.0,2025-04-25,2025-10-07,78,138,Partner,Overdue,1
634,Basic,19.0,2026-01-29,2026-02-15,37,7,Referral,Paid,0
635,Basic,19.0,2025-01-09,2025-05-17,44,281,Outbound,Overdue,1
636,Basic,19.0,2025-02-19,2025-08-14,36,192,Outbound,Paid,1
637,Basic,19.0,2024-01-07,2024-03-25,45,699,Paid Search,Paid,1
638,Basic,19.0,2024-07-10,2024-11-08,46,471,Partner,Paid,1
639,Basic,19.0,2026-01-07,2026-02-13,32,9,Organic,Paid,0
640,Basic,19.0,2024-09-06,2025-02-17,24,370,Outbound,Paid,1
641,Basic,19.0,2024-05-30,2025-07-19,39,218,Organic,Paid,1
642,Pro,49.0,2026-01-06,2026-01-24,69,29,Outbound,Paid,0
643,Pro,49.0,2025-04-27,2025-07-09,73,228,Paid Search,Paid,0
644,Pro,49.0,2025-09-30,2025-12-06,84,78,Referral,Paid,0
645,Basic,19.0,2025-09-02,2025-09-29,41,146,Outbound,Paid,1
646,Basic,19.0,2025-12-01,2025-12-20,54,64,Outbound,Paid,0
647,Basic,19.0,2025-09-06,2025-10-06,43,139,Outbound,Paid,1
648,Pro,49.0,2025-07-06,2026-02-20,42,2,Referral,Paid,0
649,Basic,19.0,2025-06-18,2025-10-05,56,140,Referral,Paid,1
650,Basic,19.0,2024-12-24,2026-01-07,23,46,Outbound,Paid,0
651,Basic,19.0,2024-04-10,2024-07-04,39,598,Referral,Overdue,1
652,Basic,19.0,2024-09-20,2024-09-27,65,513,Organic,Paid,1
653,Pro,49.0,2025-01-19,2025-07-23,55,214,Outbound,Paid,1
654,Basic,19.0,2024-09-16,2025-11-23,27,91,Referral,Paid,0
655,Basic,19.0,2026-02-12,2026-02-14,21,8,Partner,Paid,0
656,Basic,19.0,2024-11-10,2025-12-11,33,73,Organic,Paid,0
657,Basic,19.0,2026-02-04,2026-02-07,47,15,Partner,Paid,0
658,Pro,49.0,2025-07-17,2026-01-08,24,45,Organic,Paid,0
659,Pro,49.0,2024-04-03,2024-07-02,40,600,Organic,Paid,1
660,Basic,19.0,2025-09-15,2025-12-22,43,62,Outbound,Paid,0
661,Pro,49.0,2024-10-20,2025-12-13,30,71,Organic,Paid,1
662,Pro,49.0,2024-07-25,2026-01-06,39,47,Outbound,Paid,0
663,Basic,19.0,2025-06-06,2025-06-24,41,243,Paid Search,Paid,1
664,Enterprise,199.0,2024-03-29,2025-05-12,84,286,Outbound,Paid,1
665,Basic,19.0,2024-07-24,2024-10-24,39,486,Outbound,Paid,1
666,Basic,19.0,2025-08-19,2025-10-28,34,117,Referral,Overdue,1
667,Basic,19.0,2025-02-17,2025-04-12,38,316,Partner,Paid,1
668,Pro,49.0,2024-04-29,2025-01-17,75,401,Outbound,Paid,0
669,Pro,49.0,2024-09-13,2025-05-20,78,278,Referral,Overdue,0
670,Basic,19.0,2025-11-28,2026-02-11,35,11,Partner,Paid,0
671,Basic,19.0,2024-03-10,2024-10-31,42,479,Partner,Paid,1
672,Basic,19.0,2025-06-12,2025-10-24,29,121,Partner,Paid,1
673,Basic,19.0,2024-03-18,2024-10-27,45,483,Paid Search,Paid,0
674,Pro,49.0,2025-05-25,2025-09-22,71,153,Paid Search,Paid,0
675,Basic,19.0,2024-08-22,2025-01-28,40,390,Organic,Paid,1
676,Enterprise,199.0,2025-11-23,2026-01-25,95,28,Outbound,Paid,0
677,Pro,49.0,2024-02-13,2025-09-23,50,152,Outbound,Paid,0
678,Basic,19.0,2024-10-13,2025-11-01,49,113,Referral,Paid,0
679,Enterprise,199.0,2025-05-04,2025-08-01,88,205,Outbound,Paid,0
680,Basic,19.0,2025-04-16,2025-04-20,42,308,Outbound,Paid,1
681,Basic,19.0,2024-04-13,2025-10-26,31,119,Outbound,Paid,1
682,Basic,19.0,2024-12-17,2025-08-29,32,177,Partner,Paid,1
683,Pro,49.0,2025-01-08,2025-03-16,58,343,Organic,Paid,0
684,Basic,19.0,2026-01-08,2026-01-23,49,30,Paid Search,Paid,0
685,Pro,49.0,2024-05-29,2024-06-07,58,625,Outbound,Paid,1
686,Pro,49.0,2025-06-30,2026-01-17,43,36,Outbound,Paid,0
687,Basic,19.0,2024-02-18,2024-11-04,38,475,Referral,Paid,1
688,Basic,19.0,2026-02-01,2026-02-12,35,10,Partner,Paid,0
689,Basic,19.0,2024-12-18,2025-10-24,61,121,Outbound,Paid,1
690,Enterprise,199.0,2024-06-27,2025-04-14,95,314,Referral,Paid,1
691,Basic,19.0,2026-01-24,2026-02-07,58,15,Paid Search,Paid,0
692,Pro,49.0,2025-10-17,2026-01-11,69,42,Referral,Paid,0
693,Basic,19.0,2024-03-14,2026-01-11,32,42,Referral,Paid,0
694,Pro,49.0,2024-10-04,2025-11-07,70,107,Outbound,Paid,0
695,Enterprise,199.0,2025-06-17,2025-06-22,66,245,Partner,Paid,1
696,Pro,49.0,2026-01-31,2026-02-02,64,20,Organic,Paid,0
697,Enterprise,199.0,2024-03-06,2025-04-16,70,312,Organic,Overdue,1
698,Pro,49.0,2024-09-25,2024-12-20,60,429,Partner,Overdue,1
699,Basic,19.0,2024-08-22,2025-01-03,35,415,Organic,Paid,1
700,Basic,19.0,2025-11-10,2025-12-21,60,63,Outbound,Paid,0
701,Basic,19.0,2024-10-05,2025-07-08,64,229,Outbound,Paid,1
702,Basic,19.0,2025-03-21,2026-02-11,67,11,Referral,Paid,0
703,Basic,19.0,2025-07-06,2025-10-19,50,126,Organic,Paid,1
704,Pro,49.0,2025-06-19,2026-01-22,66,31,Outbound,Paid,0
705,Pro,49.0,2024-01-09,2024-11-10,34,469,Partner,Paid,1
706,Basic,19.0,2025-09-03,2025-09-04,41,171,Outbound,Paid,1
707,Basic,19.0,2025-03-23,2025-10-08,52,137,Organic,Paid,0
708,Pro,49.0,2025-03-08,2025-11-27,80,87,Partner,Paid,0
709,Pro,49.0,2024-10-18,2025-01-22,48,396,Partner,Paid,0
710,Pro,49.0,2024-04-23,2026-01-15,57,38,Referral,Paid,0
711,Basic,19.0,2024-07-11,2024-08-02,62,569,Partner,Paid,1
712,Pro,49.0,2024-05-08,2024-05-16,92,647,Referral,Paid,1
713,Basic,19.0,2024-08-10,2025-08-25,29,181,Partner,Paid,1
